date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:39:09	1298/1298	---M--	200	added ('OK')	image/png	etag:%222d29096842f69e288ae26798dce4177c%22	https://public-assets.envato-static.com/assets/icons/favicons/apple-touch-icon-120x120-precomposed-8275dc5d1417e913b7bd8ad048dccd1719510f0ca4434f139d675172c1095386.png	abronal-template/public-assets.envato-static.com/assets/icons/favicons/apple-touch-icon-120x120-precomposed-8275dc5d1417e913b7bd8ad048dccd1719510f0ca4434f139d675172c1095386.png	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:10	1494/1494	---M--	200	added ('OK')	image/png	etag:%22f337c644475495ee749303eedc6b5841%22	https://public-assets.envato-static.com/assets/icons/favicons/apple-touch-icon-144x144-precomposed-c581101b4f39d1ba1c4a5e45edb6b3418847c5c387b376930c6a9922071c8148.png	abronal-template/public-assets.envato-static.com/assets/icons/favicons/apple-touch-icon-144x144-precomposed-c581101b4f39d1ba1c4a5e45edb6b3418847c5c387b376930c6a9922071c8148.png	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:11	1494/1494	---M--	200	added ('OK')	image/png	etag:%22f337c644475495ee749303eedc6b5841%22	https://public-assets.envato-static.com/assets/icons/favicons/apple-touch-icon-precomposed-c581101b4f39d1ba1c4a5e45edb6b3418847c5c387b376930c6a9922071c8148.png	abronal-template/public-assets.envato-static.com/assets/icons/favicons/apple-touch-icon-precomposed-c581101b4f39d1ba1c4a5e45edb6b3418847c5c387b376930c6a9922071c8148.png	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:13	172743/172743	---MCZ	200	added ('OK')	application/javascript	etag:W/%227277eb54598a01da5dded106dc3d44bb%22	https://public-assets.envato-static.com/assets/market/pages/full_screen_preview/index-c19c2bf7dc73db7bd94d08bdc8bfb774ffa88f7554ce9ec96990858d7601446d.js	abronal-template/public-assets.envato-static.com/assets/market/pages/full_screen_preview/index-c19c2bf7dc73db7bd94d08bdc8bfb774ffa88f7554ce9ec96990858d7601446d.js	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:14	178685/178685	---MCZ	200	added ('OK')	text/html	etag:W/%22336244646a2e0f392e221adad65f118d%22	https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508	abronal-template/themeforest.net/item/workzone-freelance-marketplace-html-template/51220508.html	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:15	108/108	---MC-	302	error ('Found')	text/html	date:Fri,%2009%20Aug%202024%2006:39:15%20GMT	https://themeforest.net/checkout/from_item/51220508?license=regular&support=bundle_6month	abronal-template/themeforest.net/checkout/from_item/51220508.e3948.delayed	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:15	123/123	---MC-	302	error ('Found')	text/html	date:Fri,%2009%20Aug%202024%2006:39:15%20GMT	https://themeforest.net/checkout/103852315	abronal-template/themeforest.net/checkout/103852315	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:17	28774/28774	---MCZ	200	added ('OK')	text/html	etag:W/%22824d8996181a9e88b533da2a41546daa%22	https://themeforest.net/checkout/103852315/create_account	abronal-template/themeforest.net/checkout/103852315/create_account.html	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:18	266/266	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Aug%202024%2006:39:17%20GMT	https://www.googletagmanager.com/ns.html?id=GTM-W8KL5Q5	abronal-template/www.googletagmanager.com/nsfe72.html	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:18	328275/328275	---MCZ	200	added ('OK')	text/html	etag:W/%2230553c2a0556823c225998cb7160febe%22	https://work-zone.vercel.app/	abronal-template/work-zone.vercel.app/index.html	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:19	112330/112330	---M-Z	200	added ('OK')	application/javascript	etag:%222c56b710a5e8da1:0%22	https://consent.cookiebot.com/uc.js	abronal-template/consent.cookiebot.com/uc.js	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:19	892/892	---M--	200	added ('OK')	application/javascript	etag:%22bdc098124c5a4a643ff87d707e8b3fdf%22	https://public-assets.envato-static.com/assets/market/core/standard_measurements-3bc54d0cbac28acaf9e49915490168f52bb9b8bea5d35f6edabb67a686a83af4.js	abronal-template/public-assets.envato-static.com/assets/market/core/standard_measurements-3bc54d0cbac28acaf9e49915490168f52bb9b8bea5d35f6edabb67a686a83af4.js	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:20	0/0	---MC-	410	error ('Gone')	text/html	date:Fri,%2009%20Aug%202024%2006:39:20%20GMT	https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/linkid.js	abronal-template/preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/linkid.14.delayed	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:22	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	abronal-template/www.google-analytics.com/analytics.js	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:23	139274/139274	---MCZ	200	added ('OK')	text/html	etag:W/%22a446f60cf8132be68c7b4e58c414c1ca%22	https://themeforest.net/item/workzone-freelance-marketplace-html-template/reviews/51220508	abronal-template/themeforest.net/item/workzone-freelance-marketplace-html-template/reviews/51220508.html	(from https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508)
09:39:25	155630/155630	---MCZ	200	added ('OK')	text/html	etag:W/%22fe1f98dca7810b8ca67dc6405c0939d4%22	https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508/comments	abronal-template/themeforest.net/item/workzone-freelance-marketplace-html-template/51220508/comments.html	(from https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508)
09:39:25	139630/139630	---MCZ	200	added ('OK')	text/html	etag:W/%22239bb8152457cc8dd2507a90e170f3c2%22	https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508/support	abronal-template/themeforest.net/item/workzone-freelance-marketplace-html-template/51220508/support.html	(from https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508)
09:39:26	0/0	---MC-	410	error ('Gone')	text/html	date:Fri,%2009%20Aug%202024%2006:39:25%20GMT	https://preview.themeforest.net/	abronal-template/preview.themeforest.net/index.html	(from https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508?_ga=2.243963013.1055154810.1723183048-735251897.1723183048)
09:39:26	176/176	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2009%20Aug%202024%2006:39:26%20GMT	https://themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508	abronal-template/themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508	(from https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508)
09:39:32	28085/28085	---MCZ	200	added ('OK')	text/html	etag:W/%22a606139631d9c485310bcd21d39da90f%22	https://preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508	abronal-template/preview.themeforest.net/item/workzone-freelance-marketplace-html-template/full_screen_preview/51220508.html	(from https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508)
09:39:33	37476/37476	---MCZ	200	added ('OK')	text/html	etag:W/%226f332208c6a1e14f4c9d8d16b363467b%22	https://themeforest.net/item/workzone-freelance-marketplace-html-template/screenshots/51220508	abronal-template/themeforest.net/item/workzone-freelance-marketplace-html-template/screenshots/51220508.html	(from https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508)
09:39:33	21/21	---MCZ	404	error ('Not%20Found')	text/plain	date:Fri,%2009%20Aug%202024%2006:39:33%20GMT	https://themeforest.net/item/workzone-freelance-marketplace-html-template/linkid.js	abronal-template/themeforest.net/item/workzone-freelance-marketplace-html-template/linkid.js	(from https://themeforest.net/item/workzone-freelance-marketplace-html-template/51220508)
09:39:35	13749/13749	---MCZ	200	added ('OK')	text/css	etag:W/%229b438b29cef1c212d1c65a877ffc7232%22	https://work-zone.vercel.app/assets/css/glightbox.min.css	abronal-template/work-zone.vercel.app/assets/css/glightbox.min.css	(from https://work-zone.vercel.app/)
09:39:36	26053/26053	---MCZ	200	added ('OK')	text/css	etag:W/%22847da8fca8060ca1a70f976aab1210b9%22	https://work-zone.vercel.app/assets/css/aos.css	abronal-template/work-zone.vercel.app/assets/css/aos.css	(from https://work-zone.vercel.app/)
09:39:37	4007/4007	---MCZ	200	added ('OK')	text/css	etag:W/%22a7ace323b9fc8a831a6e64feb23fa0b9%22	https://work-zone.vercel.app/assets/css/nice-select.css	abronal-template/work-zone.vercel.app/assets/css/nice-select.css	(from https://work-zone.vercel.app/)
09:39:38	9020/9020	---MCZ	200	added ('OK')	text/css	etag:W/%22e90c0cf8248dbfeb25b032d865b7ef88%22	https://work-zone.vercel.app/assets/css/quill.core.css	abronal-template/work-zone.vercel.app/assets/css/quill.core.css	(from https://work-zone.vercel.app/)
09:39:39	24743/24743	---MCZ	200	added ('OK')	text/css	etag:W/%229b536bda67650c506df72197baec4c01%22	https://work-zone.vercel.app/assets/css/quill.snow.css	abronal-template/work-zone.vercel.app/assets/css/quill.snow.css	(from https://work-zone.vercel.app/)
09:39:40	232948/232948	---MCZ	200	added ('OK')	text/css	etag:W/%22cd822b7fd22c8a95a68470c795adea69%22	https://work-zone.vercel.app/assets/css/bootstrap.min.css	abronal-template/work-zone.vercel.app/assets/css/bootstrap.min.css	(from https://work-zone.vercel.app/)
09:39:41	139950/139950	---MCZ	200	added ('OK')	text/css	etag:W/%223bbe299ce26f0aa1c8e73df29c87db83%22	https://work-zone.vercel.app/assets/css/font-awesome-all.min.css	abronal-template/work-zone.vercel.app/assets/css/font-awesome-all.min.css	(from https://work-zone.vercel.app/)
09:39:42	18436/18436	---MCZ	200	added ('OK')	text/css	etag:W/%2254c9fa7d1d3b428ed62e26d09289d15a%22	https://work-zone.vercel.app/assets/css/swiper-bundle.min.css	abronal-template/work-zone.vercel.app/assets/css/swiper-bundle.min.css	(from https://work-zone.vercel.app/)
09:39:43	62664/62664	---MCZ	200	added ('OK')	text/css	etag:W/%22b1663107ba54098bb1aa70084bbc846d%22	https://work-zone.vercel.app/assets/css/style.css	abronal-template/work-zone.vercel.app/assets/css/style.css	(from https://work-zone.vercel.app/)
09:39:44	2626/2626	---MCZ	200	added ('OK')	text/css	etag:W/%224c5acc52a5846c6b96b8869185c84d22%22	https://work-zone.vercel.app/assets/css/resposive.css	abronal-template/work-zone.vercel.app/assets/css/resposive.css	(from https://work-zone.vercel.app/)
09:39:45	328275/328275	---MCZ	200	added ('OK')	text/html	etag:W/%2230553c2a0556823c225998cb7160febe%22	https://work-zone.vercel.app/index.html	abronal-template/work-zone.vercel.app/index-2.html	(from https://work-zone.vercel.app/)
09:39:46	6121/6121	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227c65b30c10dd35cfd5893135bd9c9e5c%22	https://work-zone.vercel.app/assets/img/logo/logo-light.svg	abronal-template/work-zone.vercel.app/assets/img/logo/logo-light.svg	(from https://work-zone.vercel.app/)
09:39:47	315427/315427	---MCZ	200	added ('OK')	text/html	etag:W/%22eed6c20e2b01e0528ca1b29053f4a9fa%22	https://work-zone.vercel.app/index-2.html	abronal-template/work-zone.vercel.app/index-3.html	(from https://work-zone.vercel.app/)
09:39:48	179035/179035	---MCZ	200	added ('OK')	text/html	etag:W/%2297a2872d12a367e6f786a66f1726a7c4%22	https://work-zone.vercel.app/freelancers.html	abronal-template/work-zone.vercel.app/freelancers.html	(from https://work-zone.vercel.app/)
09:39:49	157340/157340	---MCZ	200	added ('OK')	text/html	etag:W/%22484df5f1625701f7090b0d5ba985ded5%22	https://work-zone.vercel.app/freelancer-details.html	abronal-template/work-zone.vercel.app/freelancer-details.html	(from https://work-zone.vercel.app/)
09:39:50	247400/247400	---MCZ	200	added ('OK')	text/html	etag:W/%22c07eab711fc918f3a916e4d64f173ab4%22	https://work-zone.vercel.app/about.html	abronal-template/work-zone.vercel.app/about.html	(from https://work-zone.vercel.app/)
09:39:51	250636/250636	---MCZ	200	added ('OK')	text/html	etag:W/%222f7ae6d98921ebbe39edd89b9ce1f18e%22	https://work-zone.vercel.app/services.html	abronal-template/work-zone.vercel.app/services.html	(from https://work-zone.vercel.app/)
09:39:52	176624/176624	---MCZ	200	added ('OK')	text/html	etag:W/%223829bf016f99732d20d997975ecd9837%22	https://work-zone.vercel.app/service-details.html	abronal-template/work-zone.vercel.app/service-details.html	(from https://work-zone.vercel.app/)
09:39:53	123067/123067	---MCZ	200	added ('OK')	text/html	etag:W/%22e1d8d8fa64cdc721097a2af323de5d7c%22	https://work-zone.vercel.app/job-posts.html	abronal-template/work-zone.vercel.app/job-posts.html	(from https://work-zone.vercel.app/)
09:39:54	104329/104329	---MCZ	200	added ('OK')	text/html	etag:W/%22aaf2e3aae0070f718d2ca36db499005c%22	https://work-zone.vercel.app/job-details.html	abronal-template/work-zone.vercel.app/job-details.html	(from https://work-zone.vercel.app/)
09:39:55	138055/138055	---MCZ	200	added ('OK')	text/html	etag:W/%2271952b3fa507639cbfa401e69ce066bb%22	https://work-zone.vercel.app/seller-dashboard.html	abronal-template/work-zone.vercel.app/seller-dashboard.html	(from https://work-zone.vercel.app/)
09:39:56	112693/112693	---MCZ	200	added ('OK')	text/html	etag:W/%227b32776964d1f55e2bf16eb2baa32607%22	https://work-zone.vercel.app/buyer-dashboard.html	abronal-template/work-zone.vercel.app/buyer-dashboard.html	(from https://work-zone.vercel.app/)
09:39:56	98637/98637	---MCZ	200	added ('OK')	text/html	etag:W/%22a808c1d5cd07b72628a0730f8c5bd71a%22	https://work-zone.vercel.app/buyer-details.html	abronal-template/work-zone.vercel.app/buyer-details.html	(from https://work-zone.vercel.app/)
09:39:58	87097/87097	---MCZ	200	added ('OK')	text/html	etag:W/%22d2cc72ea9660d24579662882384ce38b%22	https://work-zone.vercel.app/terms-conditions.html	abronal-template/work-zone.vercel.app/terms-conditions.html	(from https://work-zone.vercel.app/)
09:39:59	89033/89033	---MCZ	200	added ('OK')	text/html	etag:W/%228e71e55857632ba1e4f4bb6471514795%22	https://work-zone.vercel.app/faqs.html	abronal-template/work-zone.vercel.app/faqs.html	(from https://work-zone.vercel.app/)
09:39:59	85894/85894	---MCZ	200	added ('OK')	text/html	etag:W/%2231cec66abfea3646329452f9a650a34f%22	https://work-zone.vercel.app/privacy-policy.html	abronal-template/work-zone.vercel.app/privacy-policy.html	(from https://work-zone.vercel.app/)
09:40:01	184302/184302	---MCZ	200	added ('OK')	text/html	etag:W/%2253e56b9d1350b0b47be108421273d9f0%22	https://work-zone.vercel.app/price.html	abronal-template/work-zone.vercel.app/price.html	(from https://work-zone.vercel.app/)
09:40:02	3070/3070	---MCZ	200	added ('OK')	text/html	etag:W/%227dfd13f1d54bd554d7d8d8f3f2c9b89e%22	https://work-zone.vercel.app/404.html	abronal-template/work-zone.vercel.app/404.html	(from https://work-zone.vercel.app/)
09:40:03	82711/82711	---MCZ	200	added ('OK')	text/html	etag:W/%22539a66358f4dae2a48464658cef6c58c%22	https://work-zone.vercel.app/signin.html	abronal-template/work-zone.vercel.app/signin.html	(from https://work-zone.vercel.app/)
09:40:04	82270/82270	---MCZ	200	added ('OK')	text/html	etag:W/%22f8e9d0a609c22e3c543e5e95f49430a1%22	https://work-zone.vercel.app/signup.html	abronal-template/work-zone.vercel.app/signup.html	(from https://work-zone.vercel.app/)
09:40:05	172904/172904	---MCZ	200	added ('OK')	text/html	etag:W/%222a85ef205faf0919b6f51c1d31a0514d%22	https://work-zone.vercel.app/blogs.html	abronal-template/work-zone.vercel.app/blogs.html	(from https://work-zone.vercel.app/)
09:40:05	118375/118375	---MCZ	200	added ('OK')	text/html	etag:W/%222b9abb170cbc3e80ee2877ae9a3bad34%22	https://work-zone.vercel.app/blog-details.html	abronal-template/work-zone.vercel.app/blog-details.html	(from https://work-zone.vercel.app/)
09:40:07	84354/84354	---MCZ	200	added ('OK')	text/html	etag:W/%22369241a3f19c0ae3d231e5e199c5d71a%22	https://work-zone.vercel.app/contact.html	abronal-template/work-zone.vercel.app/contact.html	(from https://work-zone.vercel.app/)
09:40:08	19143/19143	---M--	200	added ('OK')	image/png	etag:%2284a3a8010a57d7b5023437cf39d71687%22	https://work-zone.vercel.app/assets/img/hero/hero-bg-1.png	abronal-template/work-zone.vercel.app/assets/img/hero/hero-bg-1.png	(from https://work-zone.vercel.app/)
09:40:09	7878/7878	---M--	200	added ('OK')	image/png	etag:%224c0841e1a9e5176f51e4c8d5cd8b8619%22	https://work-zone.vercel.app/assets/img/hero/gp-1.png	abronal-template/work-zone.vercel.app/assets/img/hero/gp-1.png	(from https://work-zone.vercel.app/)
09:40:10	7059/7059	---M--	200	added ('OK')	image/png	etag:%2295d9339fc80b428d5c924d3bba676336%22	https://work-zone.vercel.app/assets/img/hero/gp-2.png	abronal-template/work-zone.vercel.app/assets/img/hero/gp-2.png	(from https://work-zone.vercel.app/)
09:40:11	8475/8475	---M--	200	added ('OK')	image/png	etag:%22e495c972ebe5d3528a6fdea739e3b4c8%22	https://work-zone.vercel.app/assets/img/hero/gp-3.png	abronal-template/work-zone.vercel.app/assets/img/hero/gp-3.png	(from https://work-zone.vercel.app/)
09:40:13	241708/241708	---M--	200	added ('OK')	image/png	etag:%220613064a70d8cf99b1137c7441beaa1a%22	https://work-zone.vercel.app/assets/img/hero/big-b.png	abronal-template/work-zone.vercel.app/assets/img/hero/big-b.png	(from https://work-zone.vercel.app/)
09:40:15	872563/872563	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e1c349a5aa5b6e6a58173c80b619c74d%22	https://work-zone.vercel.app/assets/img/categories/2.svg	abronal-template/work-zone.vercel.app/assets/img/categories/2.svg	(from https://work-zone.vercel.app/)
09:40:16	519703/519703	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b94a4b54b5c3876e058af1caf34e920a%22	https://work-zone.vercel.app/assets/img/categories/3.svg	abronal-template/work-zone.vercel.app/assets/img/categories/3.svg	(from https://work-zone.vercel.app/)
09:40:16	164003/164003	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d5bf32be26294e610ccc20e7f8aa8364%22	https://work-zone.vercel.app/assets/img/categories/4.svg	abronal-template/work-zone.vercel.app/assets/img/categories/4.svg	(from https://work-zone.vercel.app/)
09:40:17	2932092/2932092	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220de7266d9f57f28148a47d5280d095a2%22	https://work-zone.vercel.app/assets/img/categories/1.svg	abronal-template/work-zone.vercel.app/assets/img/categories/1.svg	(from https://work-zone.vercel.app/)
09:40:18	349778/349778	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226be0fbfc9f2a58325a36cc097a1643f5%22	https://work-zone.vercel.app/assets/img/categories/5.svg	abronal-template/work-zone.vercel.app/assets/img/categories/5.svg	(from https://work-zone.vercel.app/)
09:40:19	54205/54205	---M--	200	added ('OK')	image/png	etag:%22747e1c0fe644eb270a34180ed19dad11%22	https://work-zone.vercel.app/assets/img/services/1.png	abronal-template/work-zone.vercel.app/assets/img/services/1.png	(from https://work-zone.vercel.app/)
09:40:19	327973/327973	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222c71b6f97400bd488d722292b96ded5c%22	https://work-zone.vercel.app/assets/img/categories/6.svg	abronal-template/work-zone.vercel.app/assets/img/categories/6.svg	(from https://work-zone.vercel.app/)
09:40:20	2542/2542	---M--	200	added ('OK')	image/png	etag:%2229c1d1af2c165bb36fca820ad4b877fb%22	https://work-zone.vercel.app/assets/img/avatar/u-sm-1.png	abronal-template/work-zone.vercel.app/assets/img/avatar/u-sm-1.png	(from https://work-zone.vercel.app/)
09:40:21	59204/59204	---M--	200	added ('OK')	image/png	etag:%22940104535ac76f358930052680ac633a%22	https://work-zone.vercel.app/assets/img/services/2.png	abronal-template/work-zone.vercel.app/assets/img/services/2.png	(from https://work-zone.vercel.app/)
09:40:22	2573/2573	---M--	200	added ('OK')	image/png	etag:%22df574591d8c3a48afa99a156af254f27%22	https://work-zone.vercel.app/assets/img/avatar/u-sm-2.png	abronal-template/work-zone.vercel.app/assets/img/avatar/u-sm-2.png	(from https://work-zone.vercel.app/)
09:40:23	43370/43370	---M--	200	added ('OK')	image/png	etag:%2269b77d837b0a0f20356e8c0a083b3462%22	https://work-zone.vercel.app/assets/img/services/3.png	abronal-template/work-zone.vercel.app/assets/img/services/3.png	(from https://work-zone.vercel.app/)
09:40:24	2526/2526	---M--	200	added ('OK')	image/png	etag:%22fae8d3d9d9d80d30b168a1533fba302c%22	https://work-zone.vercel.app/assets/img/avatar/u-sm-3.png	abronal-template/work-zone.vercel.app/assets/img/avatar/u-sm-3.png	(from https://work-zone.vercel.app/)
09:40:25	54193/54193	---M--	200	added ('OK')	image/png	etag:%2240a45a6b0e865d65b2ef7630cb27564a%22	https://work-zone.vercel.app/assets/img/services/4.png	abronal-template/work-zone.vercel.app/assets/img/services/4.png	(from https://work-zone.vercel.app/)
